SK_ID_CURR,TARGET,NAME_CONTRACT_TYPE,CODE_GENDER,FLAG_OWN_CAR,FLAG_OWN_REALTY,CNT_CHILDREN,AMT_INCOME_TOTAL,AMT_CREDIT,AMT_ANNUITY,AMT_GOODS_PRICE,DAYS_BIRTH,DAYS_EMPLOYED,DAYS_REGISTRATION,CNT_FAM_MEMBERS,FLAG_EMP_PHONE,FLAG_WORK_PHONE,FLAG_CONT_MOBILE,FLAG_EMAIL,REGION_RATING_CLIENT,REG_REGION_NOT_LIVE_REGION,PREV_AMT_CREDIT_mean,PREV_AMT_CREDIT_max,PREV_CNT_PAYMENT_mean,PREV_NFLAG_LAST_APPL_IN_DAY_sum,PREV_DAYS_DECISION_mean,PREV_NAME_CONTRACT_STATUS_Approved_sum,PREV_NAME_CONTRACT_STATUS_Refused_sum,PREV_NAME_CONTRACT_STATUS_Canceled_sum,PREV_NAME_CONTRACT_STATUS_Unused offer_sum,PREV_NAME_CLIENT_TYPE_New_sum,PREV_NAME_CLIENT_TYPE_Repeater_sum,PREV_NAME_CLIENT_TYPE_Refreshed_sum,PREV_NAME_CLIENT_TYPE_XNA_sum,NAME_FAMILY_STATUS_Married,NAME_FAMILY_STATUS_Separated,NAME_FAMILY_STATUS_Single / not married,NAME_FAMILY_STATUS_Widow,NAME_INCOME_TYPE_Public,NAME_INCOME_TYPE_Retired,NAME_INCOME_TYPE_Working,NAME_EDUCATION_TYPE_Lower,NAME_EDUCATION_TYPE_Secondary,NAME_HOUSING_TYPE_Stable,NAME_HOUSING_TYPE_With parents,OCCUPATION_TYPE_Service,OCCUPATION_TYPE_Unknown,OCCUPATION_TYPE_White collar,ORGANIZATION_TYPE_Business,ORGANIZATION_TYPE_Government,ORGANIZATION_TYPE_Health/Education,ORGANIZATION_TYPE_Industry,ORGANIZATION_TYPE_Services,ORGANIZATION_TYPE_Trade,ORGANIZATION_TYPE_Transport
283851,0,0,0,0,1,0,193500,900000,32328,900000,-18021,-1221,-5130,1,1,0,1,0,2,1,232392,900000,5,5,-448,2,0,3,0,1,4,0,0,0,1,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,1,0,0,0
392446,0,0,0,0,1,1,85500,331632,32305,315000,-15594,-2659,-8634,3,1,1,1,0,2,0,81139,123129,7,4,-979,4,0,0,0,1,2,1,0,1,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0
447684,0,0,0,0,0,0,157500,763056,27405,630000,-18589,-197,-4615,1,1,1,1,0,2,0,144060,545040,17,7,-280,2,2,3,0,1,6,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0
226331,0,0,0,0,0,0,76500,284400,17527,225000,-22219,-1648,-11318,1,0,0,1,0,2,0,334640,369342,24,2,-1340,2,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
166341,0,1,0,1,1,1,94500,180000,9000,180000,-10107,-820,-10097,3,1,0,1,0,3,0,26284,26284,6,1,-448,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,1,0,0,0,1,1,0,0,0,0,0,0
375315,0,1,0,0,1,0,90000,270000,13500,270000,-9497,-188,-19,2,1,0,1,0,2,0,90315,90315,12,1,-456,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0
227079,0,1,1,1,1,0,157500,270000,13500,270000,-18840,-1324,-2475,2,1,0,1,0,2,0,583434,654498,36,2,-658,1,1,0,0,2,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0
408643,0,0,0,0,1,0,225000,504000,30964,504000,-16079,-627,-3371,2,1,0,1,0,3,0,115150,115150,24,1,-928,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,1,0
227576,0,1,1,1,1,2,157500,270000,13500,270000,-11859,-2937,-1352,4,1,0,1,0,2,0,54135,89424,15,2,-1536,2,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0
131674,0,0,0,1,1,1,270000,728460,57685,675000,-11760,-392,-849,3,1,0,1,0,1,0,97528,146038,14,4,-1292,2,2,0,0,1,1,2,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0
267439,0,0,0,0,0,0,450000,942300,36643,675000,-20681,-3376,-9787,2,1,0,1,0,1,0,407012,1110141,18,7,-1123,6,1,0,0,1,6,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
199007,0,0,0,0,0,2,153000,153310,11029,139500,-12068,-3565,-698,4,1,0,1,0,2,0,94743,156154,9,2,-1192,2,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0
149615,0,0,0,0,1,0,135000,152820,8662,135000,-21433,-1648,-7019,2,0,0,1,0,1,0,363991,1506816,20,6,-562,5,0,1,0,1,5,0,0,1,0,0,0,0,1,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0
401624,0,0,0,0,0,0,157500,528633,22527,472500,-14958,-4002,-8974,1,1,0,1,0,1,0,583724,1129500,35,2,-716,1,0,1,0,1,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0
129063,1,0,1,1,1,0,270000,962370,72085,900000,-13172,-1195,-5596,1,1,0,1,1,2,0,69597,69597,6,1,-1019,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,1,0,0,0,1,0,1,0,0,0,0,0
272690,0,0,1,1,1,0,135000,675000,32602,675000,-15293,-5587,-7210,2,1,0,1,0,2,0,91298,135270,15,2,-1018,2,0,0,0,0,2,0,0,1,0,0,0,0,0,1,0,1,1,0,0,1,0,1,0,0,0,0,0,0
378302,0,0,1,1,1,0,225000,1006920,51543,900000,-21105,-5535,-9137,2,1,0,1,0,2,0,895563,2517300,32,3,-510,2,0,1,0,1,2,0,0,1,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,1,0,0
111363,0,0,1,0,0,1,270000,781920,31522,675000,-13291,-248,-44,3,1,0,1,0,2,0,93708,127147,12,3,-1753,3,0,0,0,1,2,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
266184,0,0,1,0,1,0,81000,101880,10206,90000,-14533,-3473,-8416,2,1,0,1,0,2,0,113147,215806,15,7,-1075,5,1,1,0,1,6,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0
191797,0,1,0,0,1,0,180000,180000,9000,180000,-16204,-3940,-7269,1,1,0,1,0,3,0,57892,57892,12,1,-354,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,1,0,1,0,0,0,0,0,1,0,0,0
159202,0,0,0,0,1,2,247500,693301,29272,598500,-16491,-2268,-10360,4,1,0,1,0,2,0,27855,27855,12,1,-433,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0
245387,0,1,1,1,1,0,126000,180000,9000,180000,-7893,-1173,-5670,1,1,0,1,0,2,0,78642,78642,10,1,-468,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0
234252,0,0,1,0,1,1,270000,597024,43443,540000,-14362,-2632,-1259,3,1,0,1,0,2,0,185845,501975,12,6,-842,4,1,1,0,1,5,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0
405480,0,0,0,0,0,0,81000,291384,23490,270000,-8678,-1287,-3483,2,1,1,1,0,2,0,34105,34105,6,1,-852,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,1,0,1,0,0,1,0,0,0,0,0,0
