SK_ID_CURR,TARGET,NAME_CONTRACT_TYPE,CODE_GENDER,FLAG_OWN_CAR,FLAG_OWN_REALTY,CNT_CHILDREN,AMT_INCOME_TOTAL,AMT_CREDIT,AMT_ANNUITY,AMT_GOODS_PRICE,DAYS_BIRTH,DAYS_EMPLOYED,DAYS_REGISTRATION,CNT_FAM_MEMBERS,FLAG_EMP_PHONE,FLAG_WORK_PHONE,FLAG_CONT_MOBILE,FLAG_EMAIL,REGION_RATING_CLIENT,REG_REGION_NOT_LIVE_REGION,PREV_AMT_CREDIT_mean,PREV_AMT_CREDIT_max,PREV_CNT_PAYMENT_mean,PREV_NFLAG_LAST_APPL_IN_DAY_sum,PREV_DAYS_DECISION_mean,PREV_NAME_CONTRACT_STATUS_Approved_sum,PREV_NAME_CONTRACT_STATUS_Refused_sum,PREV_NAME_CONTRACT_STATUS_Canceled_sum,PREV_NAME_CONTRACT_STATUS_Unused offer_sum,PREV_NAME_CLIENT_TYPE_New_sum,PREV_NAME_CLIENT_TYPE_Repeater_sum,PREV_NAME_CLIENT_TYPE_Refreshed_sum,PREV_NAME_CLIENT_TYPE_XNA_sum,NAME_FAMILY_STATUS_Married,NAME_FAMILY_STATUS_Separated,NAME_FAMILY_STATUS_Single / not married,NAME_FAMILY_STATUS_Widow,NAME_INCOME_TYPE_Public,NAME_INCOME_TYPE_Retired,NAME_INCOME_TYPE_Working,NAME_EDUCATION_TYPE_Lower,NAME_EDUCATION_TYPE_Secondary,NAME_HOUSING_TYPE_Stable,NAME_HOUSING_TYPE_With parents,OCCUPATION_TYPE_Service,OCCUPATION_TYPE_Unknown,OCCUPATION_TYPE_White collar,ORGANIZATION_TYPE_Business,ORGANIZATION_TYPE_Government,ORGANIZATION_TYPE_Health/Education,ORGANIZATION_TYPE_Industry,ORGANIZATION_TYPE_Services,ORGANIZATION_TYPE_Trade,ORGANIZATION_TYPE_Transport
248232,0,0,0,0,1,0,67500,549882,16209,459000,-21585,-1648,-3630,1,0,0,1,0,2,0,127926,491580,18,11,-1041,6,2,3,0,0,10,1,0,0,0,1,0,0,1,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0
396993,0,0,0,1,1,0,225000,142632,17055,126000,-14838,-832,-3056,2,1,0,1,0,3,0,220962,651600,40,6,-150,1,2,3,0,1,5,0,0,1,0,0,0,0,0,1,0,1,1,0,1,0,0,1,0,0,0,0,0,0
228369,0,1,0,0,1,1,135000,270000,13500,270000,-15360,-842,-321,3,1,0,1,1,1,0,156681,156681,24,1,-308,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0
319131,0,0,1,0,1,1,157500,547344,30690,472500,-9861,-1400,-8637,3,1,0,1,0,1,0,81617,142159,10,4,-613,4,0,0,0,1,3,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0,1,0,0,0
227133,0,0,1,1,0,0,180000,910890,33592,652500,-10424,-1466,-4659,2,1,0,1,0,2,0,52779,188073,18,6,-1229,4,2,0,0,1,5,0,0,1,0,0,0,0,0,1,0,1,1,0,1,0,0,1,0,0,0,0,0,0
253976,0,0,0,1,1,0,162000,1129306,47979,958500,-20673,-1648,-28,2,0,0,1,1,3,0,127226,154710,6,2,-1846,2,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0
441614,0,0,1,1,1,0,193500,1012653,40288,931500,-11480,-1240,-1786,2,1,0,1,0,2,0,52825,52825,3,1,-874,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,1,0,0,0,0,0,0
119303,0,0,1,1,0,2,157500,286704,11047,247500,-10444,-2349,-9332,4,1,0,1,0,2,0,69362,123961,15,6,-1259,5,1,0,0,1,5,0,0,1,0,0,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0
412253,0,0,1,0,1,0,157500,1006920,51412,900000,-11411,-742,-2505,2,1,1,1,0,2,0,93106,304933,20,5,-1033,3,0,2,0,0,4,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
368814,0,0,0,0,1,0,121500,852088,33921,688500,-23413,-1648,-8951,2,0,0,1,0,2,0,142131,481185,15,7,-1391,6,1,0,0,0,6,1,0,1,0,0,0,0,1,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0
