SK_ID_CURR,TARGET,NAME_CONTRACT_TYPE,CODE_GENDER,FLAG_OWN_CAR,FLAG_OWN_REALTY,CNT_CHILDREN,AMT_INCOME_TOTAL,AMT_CREDIT,AMT_ANNUITY,AMT_GOODS_PRICE,DAYS_BIRTH,DAYS_EMPLOYED,DAYS_REGISTRATION,CNT_FAM_MEMBERS,FLAG_EMP_PHONE,FLAG_WORK_PHONE,FLAG_CONT_MOBILE,FLAG_EMAIL,REGION_RATING_CLIENT,REG_REGION_NOT_LIVE_REGION,PREV_AMT_CREDIT_mean,PREV_AMT_CREDIT_max,PREV_CNT_PAYMENT_mean,PREV_NFLAG_LAST_APPL_IN_DAY_sum,PREV_DAYS_DECISION_mean,PREV_NAME_CONTRACT_STATUS_Approved_sum,PREV_NAME_CONTRACT_STATUS_Refused_sum,PREV_NAME_CONTRACT_STATUS_Canceled_sum,PREV_NAME_CONTRACT_STATUS_Unused offer_sum,PREV_NAME_CLIENT_TYPE_New_sum,PREV_NAME_CLIENT_TYPE_Repeater_sum,PREV_NAME_CLIENT_TYPE_Refreshed_sum,PREV_NAME_CLIENT_TYPE_XNA_sum,NAME_FAMILY_STATUS_Married,NAME_FAMILY_STATUS_Separated,NAME_FAMILY_STATUS_Single / not married,NAME_FAMILY_STATUS_Widow,NAME_INCOME_TYPE_Public,NAME_INCOME_TYPE_Retired,NAME_INCOME_TYPE_Working,NAME_EDUCATION_TYPE_Lower,NAME_EDUCATION_TYPE_Secondary,NAME_HOUSING_TYPE_Stable,NAME_HOUSING_TYPE_With parents,OCCUPATION_TYPE_Service,OCCUPATION_TYPE_Unknown,OCCUPATION_TYPE_White collar,ORGANIZATION_TYPE_Business,ORGANIZATION_TYPE_Government,ORGANIZATION_TYPE_Health/Education,ORGANIZATION_TYPE_Industry,ORGANIZATION_TYPE_Services,ORGANIZATION_TYPE_Trade,ORGANIZATION_TYPE_Transport
272631,0,1,1,0,1,0,90000,270000,13500,270000,-19634,-2415,-11695,2,1,0,1,0,1,0,310603,512370,24,2,-747,2,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0
210224,0,0,1,0,0,0,202500,1489333,39415,1300500,-10080,-435,-4058,2,1,0,1,0,2,0,158104,318631,19,3,-765,2,0,1,0,1,2,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,1,0,0,0,0,0,0
271823,1,0,0,0,1,0,202500,904500,36000,904500,-16735,-3442,-6006,1,1,1,1,0,2,0,399564,686853,39,6,-1010,4,2,0,0,0,6,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0
405448,0,0,1,1,0,0,135000,1264522,38470,1035000,-19309,-2367,-10595,2,1,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0
361993,0,0,0,0,1,1,58500,265851,11263,229500,-14434,-3759,-4976,3,1,0,1,0,2,0,87738,239850,9,4,-1917,4,0,0,0,0,4,0,0,1,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,1,0,0,0,0
196374,0,0,0,0,1,0,202500,900000,52623,900000,-11949,-1079,-3276,2,1,0,1,0,3,0,346646,352273,6,2,-366,2,0,0,0,2,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0
233192,0,1,0,0,1,2,112500,315000,15750,315000,-12280,-2282,-485,4,1,0,1,0,2,0,209052,490279,26,5,-1077,5,0,0,0,1,4,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0
311480,0,0,1,0,1,0,112500,112500,11943,112500,-17990,-5181,-9849,2,1,1,1,0,2,0,140665,213831,3,2,-323,2,0,0,0,0,0,2,0,1,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0
104612,0,0,0,0,0,0,135000,472500,48546,454500,-10343,-2030,-10343,2,1,1,1,0,2,0,289036,472500,10,3,-353,3,0,0,0,1,2,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0
114630,0,0,0,1,1,0,81000,95940,9472,90000,-23789,-1648,-2660,1,0,0,1,0,3,0,147234,254340,15,6,-1355,6,0,0,0,1,4,1,0,0,1,0,0,0,1,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0
423835,0,0,0,0,1,0,112500,450000,30573,450000,-16837,-2279,-4755,2,1,1,1,0,2,0,274117,1078200,30,6,-319,1,3,2,0,1,5,0,0,1,0,0,0,0,0,1,0,1,1,0,1,0,0,1,0,0,0,0,0,0
402831,0,0,0,0,0,1,112500,675000,26154,675000,-12852,-1842,-2980,3,1,0,1,0,2,0,135948,152959,13,3,-1938,3,0,0,0,1,2,0,0,1,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0
249715,0,1,0,1,1,0,405000,270000,13500,270000,-10598,-91,-5359,2,1,0,1,0,1,0,58668,58668,12,1,-181,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0
206049,0,1,1,1,0,1,450000,225000,11250,225000,-12844,-3274,-6508,3,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0
387129,0,0,0,0,0,0,135000,733315,39199,679500,-9954,-2500,-4481,2,1,0,1,0,2,0,702375,1350000,36,2,-1174,2,0,0,0,0,2,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,1,0,0,0
244648,0,0,0,0,1,0,81000,331920,16096,225000,-23554,-1648,-12698,2,0,0,1,0,2,0,45967,45967,12,1,-2253,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0
184610,0,0,1,1,1,0,112500,675000,28597,675000,-9527,-185,-4410,2,1,1,1,0,2,0,269258,545998,44,11,-483,2,5,4,0,1,10,0,0,1,0,0,0,0,0,1,0,1,1,0,1,0,0,1,0,0,0,0,0,0
151156,0,0,1,1,1,1,135000,332842,15646,234000,-9923,-742,-3564,3,1,0,1,0,2,0,341248,675000,20,4,-454,3,0,1,0,1,3,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1
267990,1,0,1,1,1,0,112500,608076,29704,427500,-15212,-378,-2516,2,1,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0
115499,0,0,0,0,0,0,45000,173196,17257,153000,-16320,-2592,-4526,2,1,1,1,0,2,0,236457,236457,10,1,-1084,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,1,0,0,0,0
110062,0,0,0,0,0,0,135000,485640,44541,450000,-12001,-503,-2671,1,1,1,1,0,2,0,21280,21280,6,1,-646,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0
339345,0,0,0,0,1,0,94500,888840,29506,675000,-20096,-11821,-673,2,1,1,1,0,2,0,20250,20250,10,1,-2745,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0
284759,0,0,0,0,1,0,112500,54000,3096,54000,-23758,-1648,-12537,2,0,0,1,0,2,0,557211,1331019,33,6,-1289,6,0,0,0,1,5,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0
295642,0,1,0,0,1,2,112500,135000,6750,135000,-14437,-93,-5728,3,1,0,1,0,1,0,398533,747067,30,2,-1177,2,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,1,1,0,0,0,1,0,0,1,0,0,0,0
179853,1,0,0,0,0,0,90000,381528,11695,315000,-22735,-1648,-8868,1,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0
264298,0,0,1,0,1,0,247500,253737,25227,229500,-8058,-884,-826,1,1,0,1,0,2,0,129787,166090,11,4,-417,4,0,0,0,1,3,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
251937,0,0,0,0,1,0,270000,1078200,38331,900000,-16134,-830,-1969,2,1,0,1,0,2,0,238146,521851,15,4,-1249,4,0,0,0,1,3,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0
279457,0,0,0,0,1,0,171000,215865,21478,202500,-24681,-1648,-4363,2,0,0,1,0,2,0,91721,203760,16,9,-671,5,4,0,0,0,8,1,0,1,0,0,0,0,1,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0
391689,0,0,0,0,1,0,112500,270000,19201,270000,-16501,-807,-459,2,1,0,1,0,2,0,144179,476653,9,7,-1372,5,1,1,0,0,7,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0
188911,0,0,0,0,1,0,202500,463500,20547,463500,-19808,-9309,-12288,2,1,1,1,0,2,0,216153,744498,21,5,-1011,3,0,2,0,0,4,1,0,1,0,0,0,1,0,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0
200461,0,0,1,0,1,2,720000,790830,57676,675000,-14137,-4077,-5104,4,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1
346256,0,0,1,1,1,0,247500,991899,43821,814500,-23172,-1648,-2434,2,0,0,1,0,2,0,405922,917172,37,9,-658,6,0,3,0,1,8,0,0,1,0,0,0,0,1,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0
402679,0,0,1,1,1,0,90000,1067940,31356,765000,-19222,-3748,-956,2,1,1,1,0,2,0,17262,17262,12,1,-1565,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,1,0,0,0,1,1,0,0,0,0,0,0
227391,0,0,0,0,1,0,225000,808650,23773,675000,-16220,-8767,-8317,2,1,0,1,0,2,0,247275,247275,18,1,-605,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0
168250,0,0,1,0,0,2,189000,373500,23998,373500,-11701,-2046,-2823,4,1,0,1,0,3,0,210567,512370,23,6,-1061,2,4,0,0,1,5,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0
263367,0,0,0,0,1,0,67500,103140,3834,67500,-23811,-1648,-8183,2,0,0,1,0,2,0,82281,313839,16,16,-792,7,4,5,0,0,16,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0
281203,0,0,0,0,0,1,112500,101880,10206,90000,-14755,-4803,-8819,2,1,0,1,0,2,0,33698,46660,6,2,-1095,2,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0
348847,0,1,1,0,1,0,112500,180000,9000,180000,-9657,-116,-4302,1,1,0,1,0,2,0,93710,120735,12,2,-693,2,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0
428100,0,0,0,0,1,2,117000,254700,15709,225000,-11302,-394,-2699,4,1,1,1,0,2,0,69931,135000,7,5,-1746,5,0,0,0,1,4,0,0,1,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,1,0,0,0,0
340775,0,0,0,0,1,0,135000,544491,16047,454500,-23077,-1648,-1231,1,0,0,1,0,2,0,124338,744498,19,15,-568,6,3,7,0,1,15,0,0,0,0,0,1,0,1,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0
219012,0,0,0,0,1,0,94500,781920,36364,675000,-21413,-1648,-7022,1,0,0,1,0,2,0,112625,291870,10,7,-2170,4,3,0,0,3,4,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0
189479,0,0,0,0,1,0,90000,1066500,31180,1066500,-18834,-3893,-5087,2,1,0,1,0,3,0,76410,254700,8,6,-1614,5,0,1,0,1,5,0,0,1,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,1,0
452102,0,0,1,0,1,0,63000,180000,6916,180000,-23496,-1648,-10651,2,0,0,1,0,2,0,44904,139455,5,4,-370,2,0,2,0,1,0,3,0,1,0,0,0,0,1,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0
455989,0,0,0,0,1,2,135000,254700,20250,225000,-14750,-4188,-1601,4,1,0,1,0,2,0,103871,114871,13,2,-1304,2,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0
322571,0,0,1,1,1,0,202500,416052,19525,292500,-9053,-1162,-3810,1,1,0,1,0,2,0,113472,171499,8,3,-430,3,0,0,0,1,1,1,0,0,0,1,0,0,0,1,0,1,1,0,0,0,1,0,0,0,1,0,0,0
265152,0,1,0,0,0,0,94500,180000,9000,180000,-7724,-319,-6272,1,1,0,1,0,2,0,82440,82440,12,1,-223,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,1,0,0,0,1,0,0,0
451779,0,0,0,0,0,0,180000,723604,40536,670500,-16507,-4189,-2331,2,1,0,1,0,2,0,585691,1260702,22,6,-1226,6,0,0,0,1,5,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0
182151,0,1,0,0,1,0,54000,135000,6750,135000,-22571,-1648,-538,1,0,0,1,0,2,0,64377,64377,12,1,-488,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0
363678,0,0,0,0,0,0,180000,162000,12928,162000,-22476,-1648,-14421,1,0,0,1,0,2,0,61117,84312,15,3,-1450,3,0,0,0,1,1,1,0,0,1,0,0,0,1,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0
454469,0,0,0,1,1,1,225000,1042560,37575,900000,-15076,-1615,-5013,3,1,0,1,0,2,0,136370,139455,6,2,-1279,1,1,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0
148430,0,0,0,0,1,1,225000,943425,27715,787500,-11281,-2592,-1720,3,1,0,1,0,2,0,159280,425268,24,7,-836,5,0,2,0,0,7,0,0,1,0,0,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0
147689,0,0,0,0,1,0,81000,312768,21897,270000,-22638,-1648,-6815,2,0,0,1,0,2,0,95334,154300,12,3,-1085,3,0,0,0,1,1,1,0,1,0,0,0,0,1,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0
320006,0,0,1,1,1,2,180000,144396,7150,94500,-13764,-2507,-582,4,1,0,1,0,2,0,189046,450000,7,4,-568,4,0,0,0,1,3,0,0,1,0,0,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0
129788,0,0,0,0,0,1,157500,253737,27454,229500,-10972,-2900,-144,3,1,1,1,0,3,0,65569,65569,6,1,-573,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0
183553,0,0,0,0,0,0,90000,568800,15772,450000,-17234,-734,-2117,1,1,0,1,0,2,0,28323,28323,4,1,-565,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0
360237,0,0,0,0,0,0,166500,1065433,42385,913500,-21916,-1648,-4522,2,0,0,1,0,3,0,152167,196974,15,2,-215,2,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0
203126,0,0,0,0,1,0,225000,640080,29970,450000,-18003,-98,-3081,2,1,0,1,0,2,0,79542,79542,12,1,-245,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,1,0,1,0,0,1,0,0,0,0,0,0
139156,0,0,1,1,1,0,135000,916470,29565,765000,-19919,-5578,-10322,2,1,1,1,0,3,0,150355,512370,16,6,-941,5,1,0,0,1,5,0,0,1,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,1,0,0
180911,0,0,0,0,1,0,81000,526491,29529,454500,-19371,-727,-7021,2,1,0,1,0,2,0,45796,45796,12,1,-2093,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0
390685,0,0,0,0,1,0,157500,729396,50895,688500,-22346,-10119,-10892,2,1,0,1,0,2,0,241446,501975,13,5,-1090,4,0,1,0,1,4,0,0,1,0,0,0,0,0,1,0,1,1,0,0,0,1,0,1,0,0,0,0,0
288997,0,0,0,1,1,0,427500,900000,35694,900000,-19288,-7556,-8694,2,1,0,1,0,2,0,191626,340276,8,4,-1125,4,0,0,0,1,2,1,0,1,0,0,0,0,0,1,0,1,1,0,0,0,1,1,0,0,0,0,0,0
437806,0,0,0,0,1,0,292500,1350000,37255,1350000,-16851,-5720,-1891,2,1,0,1,0,3,0,95709,250164,10,10,-1420,9,1,0,0,1,9,0,0,1,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,1,0,0,0,0
201080,0,0,1,1,1,2,135000,545040,25537,450000,-11823,-852,-5127,4,1,0,1,0,2,0,51160,51160,6,1,-215,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,1,0,0,0,1,1,0,0,0,0,0,0
317523,1,0,1,0,1,1,157500,675000,45108,675000,-8642,-563,-561,2,1,0,1,0,2,0,45621,45621,6,1,-352,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,1,0,0,0,1,1,0,0,0,0,0,0
130077,0,0,0,0,0,0,171000,1099350,32274,787500,-16459,-2825,-7895,2,1,0,1,0,2,0,494517,2361226,34,19,-539,5,8,6,0,1,18,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0
341133,0,0,0,0,0,1,67500,143910,15628,135000,-10186,-2564,-10159,3,1,1,1,0,2,0,21114,23638,6,2,-702,2,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,1,1,0,0,1,0,0,0,0,0,0
215669,1,0,1,0,1,0,112500,238500,13819,238500,-22441,-1648,-12836,2,0,0,1,0,2,0,119511,355500,24,4,-497,1,3,0,0,1,3,0,0,1,0,0,0,0,1,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0
147656,0,0,0,0,1,2,180000,942300,27679,675000,-10150,-3260,-3819,4,1,0,1,0,2,0,72288,74232,12,3,-1160,3,0,0,0,1,2,0,0,1,0,0,0,0,0,1,0,1,1,0,0,1,0,0,1,0,0,0,0,0
416939,0,0,0,0,0,0,202500,247275,15988,225000,-24928,-1648,-11511,1,0,0,1,0,2,0,97051,97051,12,1,-263,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0
222683,0,0,1,0,1,0,112500,239850,23494,225000,-24793,-1648,-8971,2,0,0,1,0,2,0,209425,239850,10,3,-495,3,0,0,0,1,2,0,0,1,0,0,0,0,1,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0
164911,0,0,0,1,1,2,112500,808650,23773,675000,-14114,-158,-6901,4,1,0,1,0,3,0,40416,75591,5,4,-1029,3,0,0,1,0,2,2,0,1,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0
444263,0,1,1,1,1,0,270000,810000,40500,810000,-19824,-1368,-7403,2,1,0,1,0,2,0,691416,1356133,35,3,-1295,2,1,0,0,1,2,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0
124220,0,0,1,1,1,0,157500,891072,35469,720000,-11652,-3385,-4199,2,1,0,1,0,3,0,329741,880852,18,6,-1589,3,2,1,0,0,5,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0
403423,0,0,0,0,0,0,135000,539100,29376,450000,-20309,-1648,-8765,2,0,0,1,0,2,0,333352,854352,50,8,-273,1,4,3,0,1,7,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0
403997,0,0,0,0,0,0,117000,148500,8289,148500,-19557,-12419,-10085,1,1,0,1,0,1,0,89466,106353,10,2,-1827,2,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0
152664,1,1,1,1,1,1,157500,157500,7875,157500,-13096,-1695,-4733,3,1,0,1,0,2,0,22236,31468,6,2,-839,1,1,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0
