SK_ID_CURR,TARGET,NAME_CONTRACT_TYPE,CODE_GENDER,FLAG_OWN_CAR,FLAG_OWN_REALTY,CNT_CHILDREN,AMT_INCOME_TOTAL,AMT_CREDIT,AMT_ANNUITY,AMT_GOODS_PRICE,DAYS_BIRTH,DAYS_EMPLOYED,DAYS_REGISTRATION,CNT_FAM_MEMBERS,FLAG_EMP_PHONE,FLAG_WORK_PHONE,FLAG_CONT_MOBILE,FLAG_EMAIL,REGION_RATING_CLIENT,REG_REGION_NOT_LIVE_REGION,PREV_AMT_CREDIT_mean,PREV_AMT_CREDIT_max,PREV_CNT_PAYMENT_mean,PREV_NFLAG_LAST_APPL_IN_DAY_sum,PREV_DAYS_DECISION_mean,PREV_NAME_CONTRACT_STATUS_Approved_sum,PREV_NAME_CONTRACT_STATUS_Refused_sum,PREV_NAME_CONTRACT_STATUS_Canceled_sum,PREV_NAME_CONTRACT_STATUS_Unused offer_sum,PREV_NAME_CLIENT_TYPE_New_sum,PREV_NAME_CLIENT_TYPE_Repeater_sum,PREV_NAME_CLIENT_TYPE_Refreshed_sum,PREV_NAME_CLIENT_TYPE_XNA_sum,NAME_FAMILY_STATUS_Married,NAME_FAMILY_STATUS_Separated,NAME_FAMILY_STATUS_Single / not married,NAME_FAMILY_STATUS_Widow,NAME_INCOME_TYPE_Public,NAME_INCOME_TYPE_Retired,NAME_INCOME_TYPE_Working,NAME_EDUCATION_TYPE_Lower,NAME_EDUCATION_TYPE_Secondary,NAME_HOUSING_TYPE_Stable,NAME_HOUSING_TYPE_With parents,OCCUPATION_TYPE_Service,OCCUPATION_TYPE_Unknown,OCCUPATION_TYPE_White collar,ORGANIZATION_TYPE_Business,ORGANIZATION_TYPE_Government,ORGANIZATION_TYPE_Health/Education,ORGANIZATION_TYPE_Industry,ORGANIZATION_TYPE_Services,ORGANIZATION_TYPE_Trade,ORGANIZATION_TYPE_Transport
446020,1,0,0,1,1,2,81000,331920,18135,225000,-10542,-3201,-3315,4,1,1,1,0,2,0,145037,495000,17,7,-688,3,1,3,0,1,6,0,0,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0
206371,0,0,1,1,1,0,157500,420367,31558,382500,-21365,-1648,-2345,2,0,0,1,0,2,0,53424,53424,10,1,-1834,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0
282320,0,0,1,1,1,1,153000,450000,18328,450000,-13336,-3974,-1357,3,1,1,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0
408648,0,0,0,0,0,0,202500,518562,19345,463500,-20905,-1648,-3860,1,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0
280575,0,0,0,0,1,0,72000,472500,13945,472500,-21795,-1648,-8274,2,0,0,1,0,2,0,233416,454500,8,5,-415,4,1,0,0,1,4,0,0,1,0,0,0,0,1,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0
332608,0,0,0,1,1,0,103500,942300,30528,675000,-16279,-350,-7140,1,1,1,1,0,2,0,47137,47137,12,1,-2121,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,1,0,1,0,0,1,0,0,0,0,0,0
441974,0,0,1,0,1,1,180000,314100,17167,225000,-10079,-862,-634,3,1,0,1,0,3,0,344074,653323,31,2,-749,2,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,1,1,0,1,0,0,1,0,0,0,0,0,0
293418,0,0,0,0,1,0,157500,485640,37710,450000,-19029,-3261,-8443,1,1,1,1,0,1,0,213475,213475,16,1,-2316,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0
243497,0,0,0,0,1,0,45000,808650,23643,675000,-21040,-1648,-1671,2,0,0,1,0,2,0,182293,548905,13,19,-1604,13,6,0,0,0,19,0,0,1,0,0,0,0,1,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0
403368,0,0,0,0,1,0,157500,1237684,47272,1138500,-17513,-1948,-5165,2,1,0,1,0,2,0,405625,1009642,16,6,-1325,6,0,0,0,0,6,0,0,1,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,1,0,0,0,0
218110,0,0,0,0,1,0,67500,275040,10498,180000,-9962,-1629,-3927,1,1,0,1,0,2,0,45006,47083,8,2,-497,2,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0
396784,0,0,0,0,1,0,216000,675000,19867,675000,-16699,-3462,-258,2,1,0,1,0,2,0,29665,67500,6,5,-1367,3,2,0,0,1,4,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0
176142,0,0,0,0,1,0,166500,257391,18432,238500,-20857,-470,-5684,2,1,0,1,0,1,0,567370,1338493,28,14,-644,5,7,2,0,0,13,1,0,1,0,0,0,0,0,1,1,0,1,0,1,0,0,0,1,0,0,0,0,0
188051,0,0,0,0,1,0,135000,127350,13639,112500,-17761,-5557,-2684,2,1,0,1,0,2,0,97186,97186,24,1,-1097,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,1,0,0,0,0,0,0
156819,0,0,0,1,1,0,58500,152820,15016,135000,-17873,-1781,-3825,2,1,0,1,0,2,0,71570,112500,5,2,-2418,2,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0
429255,0,0,0,0,1,1,220500,790830,62613,675000,-12954,-1983,-6816,3,1,0,1,0,1,0,92056,92056,10,1,-1677,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0
181409,0,0,0,1,1,0,157500,904500,50503,904500,-17094,-825,-4436,2,1,0,1,0,2,0,206574,491580,22,4,-782,3,0,1,0,1,2,1,0,1,0,0,0,0,0,1,0,1,1,0,0,1,0,1,0,0,0,0,0,0
351350,0,0,0,0,1,1,450000,1483231,51687,1354500,-14216,-4475,-1051,3,1,0,1,0,2,0,12744,25488,12,2,-1475,1,0,1,0,1,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0
234836,0,0,1,1,1,0,135000,940500,28512,940500,-15354,-350,-8811,1,1,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0
265897,0,0,1,0,1,1,247500,265851,19035,229500,-13420,-3566,-6867,3,1,0,1,0,2,0,108517,450000,8,6,-297,2,1,3,0,0,2,4,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0
308440,0,0,0,0,0,0,405000,1227901,48825,1129500,-12935,-188,-3797,2,1,0,1,0,1,0,213139,360000,16,5,-1430,5,0,0,0,0,4,1,0,1,0,0,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0
247021,0,1,1,0,0,0,135000,180000,9000,180000,-14812,-3430,-2301,2,1,0,1,0,2,0,87530,125113,10,3,-603,3,0,0,0,1,2,0,0,1,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0
