SK_ID_CURR,TARGET,NAME_CONTRACT_TYPE,CODE_GENDER,FLAG_OWN_CAR,FLAG_OWN_REALTY,CNT_CHILDREN,AMT_INCOME_TOTAL,AMT_CREDIT,AMT_ANNUITY,AMT_GOODS_PRICE,DAYS_BIRTH,DAYS_EMPLOYED,DAYS_REGISTRATION,CNT_FAM_MEMBERS,FLAG_EMP_PHONE,FLAG_WORK_PHONE,FLAG_CONT_MOBILE,FLAG_EMAIL,REGION_RATING_CLIENT,REG_REGION_NOT_LIVE_REGION,PREV_AMT_CREDIT_mean,PREV_AMT_CREDIT_max,PREV_CNT_PAYMENT_mean,PREV_NFLAG_LAST_APPL_IN_DAY_sum,PREV_DAYS_DECISION_mean,PREV_NAME_CONTRACT_STATUS_Approved_sum,PREV_NAME_CONTRACT_STATUS_Refused_sum,PREV_NAME_CONTRACT_STATUS_Canceled_sum,PREV_NAME_CONTRACT_STATUS_Unused offer_sum,PREV_NAME_CLIENT_TYPE_New_sum,PREV_NAME_CLIENT_TYPE_Repeater_sum,PREV_NAME_CLIENT_TYPE_Refreshed_sum,PREV_NAME_CLIENT_TYPE_XNA_sum,NAME_FAMILY_STATUS_Married,NAME_FAMILY_STATUS_Separated,NAME_FAMILY_STATUS_Single / not married,NAME_FAMILY_STATUS_Widow,NAME_INCOME_TYPE_Public,NAME_INCOME_TYPE_Retired,NAME_INCOME_TYPE_Working,NAME_EDUCATION_TYPE_Lower,NAME_EDUCATION_TYPE_Secondary,NAME_HOUSING_TYPE_Stable,NAME_HOUSING_TYPE_With parents,OCCUPATION_TYPE_Service,OCCUPATION_TYPE_Unknown,OCCUPATION_TYPE_White collar,ORGANIZATION_TYPE_Business,ORGANIZATION_TYPE_Government,ORGANIZATION_TYPE_Health/Education,ORGANIZATION_TYPE_Industry,ORGANIZATION_TYPE_Services,ORGANIZATION_TYPE_Trade,ORGANIZATION_TYPE_Transport
266619,0,0,0,0,1,0,157500,1246500,36576,1246500,-12293,-562,-433,2,1,1,1,0,2,0,85653,148554,11,5,-555,5,0,0,0,1,4,0,0,1,0,0,0,0,0,1,0,1,1,0,0,1,0,1,0,0,0,0,0,0
455123,0,0,0,1,0,1,225000,695106,25096,517500,-13861,-5408,-7516,2,1,0,1,0,2,0,46705,46705,6,1,-2113,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0
106620,0,0,1,0,0,0,135000,675000,32602,675000,-21650,-1386,-8988,2,1,0,1,0,2,0,260896,260896,12,1,-392,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0
365500,0,0,0,1,1,1,67500,755190,30078,675000,-16768,-5536,-6712,3,1,1,1,1,2,0,128540,198000,10,4,-1424,4,0,0,0,1,2,1,0,1,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,1,0,0,0,0
393026,0,0,1,1,0,1,135000,416052,13648,292500,-12573,-786,-1066,2,1,0,1,0,2,0,83895,152208,18,3,-922,3,0,0,0,1,1,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0
311076,1,0,0,0,0,1,112500,573628,24435,463500,-14776,-3750,-259,2,1,0,1,0,2,0,169276,169276,18,1,-23,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,1,0,0,0,1,1,0,0,0,0,0,0
181894,0,0,0,0,0,1,135000,62554,7204,54000,-8468,-496,-5588,2,1,0,1,0,3,0,255312,589063,17,9,-446,3,5,1,0,2,7,0,0,0,0,1,0,0,0,1,0,1,1,0,0,1,0,1,0,0,0,0,0,0
324197,0,1,1,0,1,1,180000,202500,10125,202500,-14041,-1480,-7342,2,1,0,1,0,2,0,46772,90625,8,5,-1532,5,0,0,0,1,4,0,0,0,0,1,0,0,0,1,0,1,1,0,1,0,0,1,0,0,0,0,0,0
159130,0,0,1,0,1,2,112500,241024,19039,241024,-10874,-1174,-4339,4,1,1,1,0,2,0,157223,292500,3,2,-903,2,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0
210495,0,0,0,0,0,0,112500,1006920,42790,900000,-18216,-719,-334,2,1,0,1,0,2,0,356870,965340,22,8,-1531,6,1,1,0,0,8,0,0,1,0,0,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0
437258,0,1,0,0,1,0,157500,135000,6750,135000,-7973,-875,-1786,1,1,0,1,0,2,0,41566,41566,10,1,-632,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,1,0,0,1,0,1,0,0,0,0,0,0
191593,0,0,1,1,0,0,180000,528633,35599,472500,-12498,-4273,-2625,2,1,0,1,0,3,0,83570,180000,7,11,-2138,9,3,0,0,0,12,0,0,1,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1
224103,0,0,0,0,1,0,135000,622188,22477,472500,-11194,-3534,-5405,2,1,0,1,0,2,0,47628,95256,4,2,-467,1,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,1,0,0,0,0,0,0
127439,1,0,0,0,1,2,144000,585000,29997,585000,-12774,-1002,-2816,4,1,1,1,0,2,0,23827,23827,12,1,-776,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,1,0,1,0,0,1,0,0,0,0,0,0
109533,0,0,1,1,0,0,180000,454500,16695,454500,-13875,-1005,-4518,2,1,1,1,0,2,1,91153,136350,6,3,-377,3,0,0,0,1,2,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0
183349,0,1,0,0,1,0,94500,270000,13500,270000,-10351,-985,-381,2,1,0,1,0,2,0,165841,585000,6,4,-779,2,1,1,0,0,3,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0
340311,0,0,1,0,1,2,225000,830214,24403,693000,-15155,-1172,-389,4,1,0,1,0,2,0,106400,294876,17,4,-879,2,0,2,0,1,2,1,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,1,0,0,0,0,0,0
136183,0,0,0,0,1,0,112500,808650,26086,675000,-8090,-273,-2585,1,1,0,1,0,2,0,141219,234337,9,2,-282,2,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0
216489,0,0,1,1,1,1,112500,500211,30730,463500,-15881,-127,-713,2,1,0,1,0,2,0,79148,98505,12,2,-604,1,0,0,1,1,1,0,0,0,0,1,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0
408321,0,0,0,1,1,0,220500,454500,33394,454500,-11993,-224,-181,2,1,0,1,0,2,0,168970,168970,12,1,-736,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,1,0,0,0,0
124208,0,0,0,0,0,0,202500,1006920,51543,900000,-18036,-1378,-1121,2,1,0,1,0,2,0,79474,79474,12,1,-1038,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,1,0
192743,0,0,0,0,1,0,81000,528633,21096,472500,-21086,-1648,-3858,2,0,0,1,0,2,0,95875,166077,17,4,-930,3,0,1,0,1,3,0,0,1,0,0,0,0,1,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0
266786,0,0,1,0,0,1,126000,1223010,51948,1125000,-13211,-5594,-9029,3,1,0,1,0,2,0,32326,35100,6,3,-1684,2,0,0,1,1,0,2,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0
246064,0,0,1,0,1,1,202500,675000,50598,675000,-15136,-625,-7791,3,1,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1,0,1,0,0,1,0,0,0,0,0,0
291943,0,0,1,1,1,0,135000,79605,8491,72000,-23115,-1648,-11914,2,0,0,1,0,2,0,30166,120667,18,4,-360,1,0,3,0,1,3,0,0,1,0,0,0,0,1,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0
197134,0,0,0,0,0,2,90000,959598,28188,801000,-14198,-3362,-745,4,1,0,1,0,3,0,197150,491580,23,8,-840,5,1,2,0,0,8,0,0,1,0,0,0,0,0,1,0,1,1,0,0,0,1,1,0,0,0,0,0,0
286841,0,0,0,0,0,1,170550,900000,45954,900000,-12261,-2161,-6203,3,1,0,1,0,2,0,144612,240772,9,3,-2041,2,1,0,0,1,2,0,0,1,0,0,0,0,0,1,0,1,1,0,1,0,0,1,0,0,0,0,0,0
405786,0,0,1,0,0,0,270000,746280,54436,675000,-14475,-1846,-8400,2,1,0,1,0,1,0,272670,790830,14,4,-300,2,1,1,0,1,3,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0
191786,0,1,0,0,1,0,202500,202500,10125,202500,-20583,-8862,-8389,1,1,0,1,0,2,0,485757,1350000,26,5,-822,5,0,0,0,0,4,1,0,0,0,1,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,1
302630,0,0,1,0,0,0,108000,180000,14220,180000,-8182,-1317,-3018,1,1,1,1,0,3,0,47467,67504,8,7,-712,1,5,0,1,1,6,0,0,0,0,1,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0
123893,0,1,1,1,1,1,180000,495000,24750,495000,-19656,-142,-3589,3,1,0,1,0,2,0,312675,1515415,24,5,-470,3,0,2,0,1,4,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0
391876,0,0,0,0,1,2,112500,573408,31234,495000,-10973,-3788,-1609,4,1,0,1,1,3,0,158709,720000,8,19,-959,6,12,1,0,0,18,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0
278329,0,0,0,1,1,0,67500,497520,39438,450000,-15806,-2066,-9046,2,1,0,1,0,2,0,36463,36463,4,1,-35,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,1,0,1,0,0,1,0,0,0,0,0,0
193403,0,0,1,0,0,1,270000,598486,21627,454500,-18037,-4276,-95,3,1,1,1,0,2,0,59195,92970,9,4,-1393,3,1,0,0,1,1,2,0,1,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1
333081,0,0,0,0,0,0,225000,495000,14184,495000,-19758,-12698,-9073,1,1,1,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0
247965,0,0,0,0,1,1,112500,286704,20520,247500,-10494,-92,-4309,3,1,1,1,0,2,0,213560,551304,12,7,-1421,5,1,0,1,0,7,0,0,1,0,0,0,0,0,1,0,1,1,0,1,0,0,1,0,0,0,0,0,0
326020,0,0,0,0,0,0,135000,544491,17563,454500,-16263,-1867,-7202,1,1,1,1,0,2,0,9909,29727,6,3,-391,1,0,2,0,1,2,0,0,0,1,0,0,1,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0
257254,0,0,0,1,1,1,112500,208854,24916,184500,-10337,-1160,-1934,3,1,0,1,0,2,0,182277,182277,18,1,-360,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,1,0,1,0,0,1,0,0,0,0,0,0
346491,0,0,0,1,1,0,132750,719946,34767,643500,-22787,-1648,-4727,2,0,0,1,0,2,0,210639,515173,25,7,-602,4,1,2,0,0,6,1,0,1,0,0,0,0,1,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0
290899,0,0,1,1,0,0,112500,755190,36459,675000,-13030,-3527,-1266,2,1,0,1,0,2,0,150426,337500,9,5,-936,4,0,1,0,1,3,1,0,1,0,0,0,0,0,1,0,1,1,0,0,1,0,1,0,0,0,0,0,0
250687,0,0,0,0,1,0,166500,675000,32602,675000,-18925,-3925,-99,2,1,0,1,0,2,0,43353,43353,10,1,-2399,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0
352004,0,0,0,0,0,2,90000,269550,14751,225000,-11998,-766,-2287,4,1,0,1,0,3,0,37561,37561,18,1,-1547,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,1,0,0,0,0
406714,0,0,1,0,1,0,112500,148365,11781,135000,-9718,-1786,-1882,1,1,1,1,0,2,0,80851,80851,12,1,-1557,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0
336999,0,0,0,0,0,1,270000,936243,31072,711000,-10285,-1591,-4488,2,1,0,1,0,2,0,52401,78547,10,7,-1195,2,4,0,1,2,5,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0
266779,0,0,0,0,1,0,135000,942300,30528,675000,-15392,-7306,-2722,1,1,0,1,0,2,0,36011,42075,9,2,-2548,2,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0
224720,0,0,0,0,0,1,180000,521280,31500,450000,-10309,-1895,-138,3,1,1,1,0,2,0,363723,926541,39,10,-667,3,5,1,1,1,9,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0
366984,0,0,0,0,0,0,157500,192528,9364,126000,-21785,-1648,-2499,2,0,0,1,0,2,0,92143,348781,33,4,-308,2,0,2,0,1,3,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0
429783,0,0,0,0,0,0,315000,614574,19953,513000,-19797,-4106,-5482,2,1,0,1,0,2,0,402435,1440000,18,7,-1958,7,0,0,0,1,6,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
402396,1,0,0,0,1,0,180000,510853,31000,441000,-10383,-1390,-781,2,1,0,1,0,2,0,156471,537435,27,8,-576,4,1,3,0,1,7,0,0,1,0,0,0,0,0,1,0,1,1,0,1,0,0,1,0,0,0,0,0,0
121961,0,0,0,0,1,1,121500,528633,27121,472500,-15803,-2087,-1950,3,1,0,1,0,2,0,221513,1223010,12,6,-1637,4,1,1,0,2,4,0,0,1,0,0,0,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0
437195,0,0,0,0,1,0,135000,566055,16681,472500,-15292,-3323,-7601,1,1,0,1,0,2,0,186343,450000,9,6,-629,4,1,1,0,1,5,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0
389727,1,0,0,0,1,0,90000,88618,6988,76500,-22750,-1648,-10882,1,0,0,1,0,2,0,125558,470857,11,14,-288,3,4,7,0,1,13,0,0,0,0,1,0,0,1,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0
251550,0,0,0,0,1,2,135000,621000,20160,621000,-14576,-1648,-8751,3,0,0,1,0,2,0,253335,1293502,20,13,-968,12,1,0,0,1,12,0,0,0,0,0,1,0,1,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0
155375,0,0,1,0,1,0,202500,1078200,28570,900000,-8678,-836,-8609,1,1,0,1,0,2,0,35194,35194,10,1,-717,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,1,0,0,1,0,0,0,0,1,0,0,0
